pos	median_depth	epsilon	surrogate	af_predicted	af_observed	ratio
3590	13839.0	0.0008312924039057	0.01758154304095557	0.00264739990234375	0.02441120147705078	9.220821325648416
3578	13676.5	0.000646158355427	0.014110275175657862	0.0023641586303710938	0.020285606384277344	8.580475998386445
13762	8306.0	0.0010400594319675	0.021974335501287974	0.00376129150390625	0.03190803527832031	8.483265720081135
7588	1610.0	0.0	0.0006426273825693872	0.00099945068359375	0.007767677307128906	7.771946564885496
4467	1176.5	0.0	0.0008660352232646303	0.0013685226440429688	0.010629653930664062	7.767247386759582
4403	382.0	0.0	0.002733893557422969	0.004204750061035156	0.03262042999267578	7.757995010206396
470	1048.0	0.0	0.0007600472993721126	0.0015354156494140625	0.01084136962890625	7.060869565217391
3577	15776.0	0.0004483012584456	0.007735359997861192	0.0017747879028320312	0.012114524841308594	6.825900053734551
12143	492.5	0.0014322186935674	0.07824555314533622	0.023050308227539062	0.1571674346923828	6.818452627223831
12145	470.5	0.000828183729375	0.05083716035208573	0.019247055053710938	0.12014293670654297	6.242146467148944
13768	8239.0	0.0007366128619011	0.009909904031649111	0.0031337738037109375	0.016920089721679688	5.399269628727937
3572	13723.0	0.0008370049952458	0.008654694107195608	0.0026693344116210938	0.013625144958496094	5.104322972490175
3118	14369.0	0.0006311842129689	0.006895509188383749	0.0022497177124023438	0.011288642883300781	5.017804154302671
8129	12101.0	0.0003396625380924	0.004653496717945986	0.0017719268798828125	0.008688926696777344	4.903659849300323
3117	14582.0	0.0005899485192292	0.006191181420223818	0.0021429061889648438	0.010343551635742188	4.8268802848242105
3583	16115.5	0.0005212538061062	0.005068916425508901	0.0019388198852539062	0.008653640747070312	4.463354648303
4268	154.0	0.0014792899408284	0.05343511450381679	0.050853729248046875	0.19250965118408203	3.785556222338909
13769	8604.5	0.0008805898891305	0.006235524603392285	0.00337982177734375	0.011855125427246094	3.5076185101580135
3599	14276.0	0.0006691891553832	0.004335778143937723	0.0023403167724609375	0.007948875427246094	3.3964955175224123
3605	14114.5	0.0014556426000423	0.007261490318653099	0.0037298202514648438	0.011785507202148438	3.159805676297622
8250	6913.5	0.0011155574205037	0.006293194813000233	0.0042057037353515625	0.012638092041015625	3.0049886621315194
13823	9952.5	0.0005055995146244	0.0032375249629549253	0.0023746490478515625	0.0070934295654296875	2.9871485943775102
12107	3317.0	0.0024640278290201	0.013488342623677091	0.009087562561035156	0.026635169982910156	2.930947633539721
4412	567.0	0.0034645669291338	0.030002769699487605	0.02794170379638672	0.0811471939086914	2.9041605515546607
9193	9700.5	0.0004790317922129	0.0029087117977682994	0.002323150634765625	0.006626129150390625	2.852216748768473
1577	1091.5	0.0043991494977637	0.02762101150423269	0.02161693572998047	0.06161785125732422	2.8504433758327083
9987	1420.0	0.0028248587570621	0.01779996157707964	0.015074729919433594	0.04219532012939453	2.7990763585753147
8502	18605.5	0.0008720107644242	0.0038433018727456764	0.002429962158203125	0.006771087646484375	2.7864992150706436
6446	28708.5	0.0009303302234834	0.0036859645707271117	0.0021657943725585938	0.005939483642578125	2.7424042272126816
8153	11841.5	0.0021444676593328	0.008267163841932467	0.0050716400146484375	0.013523101806640625	2.666415945844302
416	1273.5	0.0	0.0	0.0012636184692382812	0.0033588409423828125	2.65811320754717
7555	1172.5	0.0	0.0	0.0013723373413085938	0.0036478042602539062	2.6580958999305073
415	1217.5	0.0	0.0	0.0013217926025390625	0.003513336181640625	2.658008658008658
7560	1225.5	0.0	0.0	0.0013132095336914062	0.003490447998046875	2.657952069716776
435	1233.5	0.0	0.0	0.00130462646484375	0.003467559814453125	2.6578947368421053
432	1173.0	0.0	0.0	0.0013713836669921875	0.0036449432373046875	2.6578581363004172
8506	18614.0	0.0010516835652653	0.004165650660897972	0.0027141571044921875	0.007213592529296875	2.657765284609979
445	1208.5	0.0	0.0	0.0013322830200195312	0.0035390853881835938	2.6564065855404437
4456	1191.0	0.0	0.0	0.0013513565063476562	0.003589630126953125	2.656316160903317
8505	18773.5	0.0010587030598254	0.004236438833707166	0.0027484893798828125	0.00726318359375	2.642609299097849
10941	14844.0	0.0011725475450713	0.004761696034598638	0.0031881332397460938	0.00841522216796875	2.639545318576129
15741	11079.0	0.0006450016787714	0.0030946449525105896	0.0025272369384765625	0.006656646728515625	2.6339622641509433
189	1855.5	0.0084462109722294	0.0348529845402081	0.023754119873046875	0.062152862548828125	2.616508752208126
11328	19170.0	0.0006771721697512	0.0028709641876031246	0.002079010009765625	0.005431175231933594	2.6123853211009176
3611	14029.5	0.0011138509821503	0.004374095096496995	0.0031461715698242188	0.008014678955078125	2.5474386177629587
12105	3695.5	0.0063391648443194	0.023042207804908704	0.015383720397949219	0.03881645202636719	2.5232161676275493
10936	14896.5	0.0007175724974031	0.0030141262520571475	0.0023870468139648438	0.006007194519042969	2.5165801038753495
8290	1786.0	0.0014544430890494	0.00890849745811578	0.010137557983398438	0.02526569366455078	2.4922859830667923
9024	21150.5	0.0004889534497327	0.001906822393849279	0.0016307830810546875	0.0039348602294921875	2.4128654970760235
13787	8604.5	0.0008704613445125	0.003632524964964099	0.00337982177734375	0.008082389831542969	2.3913656884875847
12096	5697.0	0.0033304196771373	0.011900775912182122	0.008864402770996094	0.021185874938964844	2.3899946207638516
15170	14834.5	0.000609850450106	0.002430750302524887	0.0021791458129882812	0.005185127258300781	2.379431072210066
13761	7447.5	0.0010544074230282	0.0044066733985064195	0.004050254821777344	0.009619712829589844	2.3750882976218506
4933	17401.0	0.0017246314059048	0.005628582910847073	0.0038766860961914062	0.009203910827636719	2.374169741697417
12102	4420.0	0.0004829552147383	0.0026841670354325817	0.0035953521728515625	0.008526802062988281	2.3716180371352786
9967	3529.0	0.0004263093788063	0.0026013614063385084	0.0038661956787109375	0.009154319763183594	2.3677849037987175
16456	2912.0	0.0004340388592437	0.003062361547507118	0.004685401916503906	0.011092185974121094	2.367392631793202
16457	2873.5	0.0005132548053481	0.0031235248177480922	0.004749298095703125	0.011242866516113281	2.367269076305221
9981	2795.0	0.0016996227666542	0.007989547799862003	0.008449554443359375	0.019951820373535156	2.3612866817155758
15377	15852.5	0.0003305953258907	0.0015024903739130143	0.001560211181640625	0.0036554336547851562	2.3429095354523226
9712	19513.0	0.0005638409893729	0.0020658034752725598	0.0018224716186523438	0.00426483154296875	2.3401360544217686
7496	2197.5	0.0008146307686041	0.004666572239982125	0.006720542907714844	0.015677452087402344	2.3327657159074784
6853	25525.5	0.0006693320638693	0.002356368107724709	0.0018548965454101562	0.0043239593505859375	2.3311053984575834
1464	5068.0	0.0006997341010416	0.0034036250270933458	0.004012107849121094	0.009334564208984375	2.3265985262657476
3593	15768.0	0.0005893129379812	0.0022150577314174764	0.0020503997802734375	0.004744529724121094	2.313953488372093
9774	18580.5	0.0012611714881823	0.004046405385690904	0.0030622482299804688	0.0070590972900390625	2.3052008720024912
12104	4034.5	0.0004857080408966	0.002803331932801131	0.003939628601074219	0.009076118469238281	2.3038005325587023
9868	14009.5	0.0018887223527505	0.00602125594377598	0.0044384002685546875	0.010175704956054688	2.2926514825956166
3115	14250.0	0.0051505063916309	0.014340675441761498	0.008984565734863281	0.020475387573242188	2.278951279057425
16362	3553.0	0.0009708443311792	0.004633592929473079	0.005721092224121094	0.013011932373046875	2.274379063177196
6844	26643.0	0.0006915097963887	0.002303219908857089	0.0018568038940429688	0.0042209625244140625	2.273240883410375
10326	7577.0	0.0005133889504696	0.002402309159251698	0.0028295516967773438	0.00638580322265625	2.256825075834176
3113	13850.5	0.0053691102341421	0.014537406299099338	0.009393692016601562	0.020771026611328125	2.211167512690355
11330	18805.5	0.0005132932475749	0.001820802328200363	0.0017766952514648438	0.003922462463378906	2.207729468599034
7407	13635.5	0.000738240877452	0.0026173846491439334	0.002529144287109375	0.0055637359619140625	2.199849170437406
5540	137.0	0.0007661367554108	0.012436470044663483	0.04857158660888672	0.10636138916015625	2.1897861813041173
13646	10750.0	0.0012805008180977	0.004155705302155383	0.00380706787109375	0.00832366943359375	2.186372745490982
3109	13577.5	0.00627752645529	0.01637481463467716	0.010575294494628906	0.02307415008544922	2.1818919650103705
5494	1022.0	0.0033203287125425	0.01405337380549327	0.01878070831298828	0.040973663330078125	2.1816889249987304
5496	938.5	0.003297752321444	0.015351041610882021	0.020458221435546875	0.044631004333496094	2.181568152153645
11139	19854.0	0.0010863438846566	0.003324992058259583	0.0027589797973632812	0.005978584289550781	2.166954718285517
3622	15327.0	0.000519222353264	0.0018757927864810572	0.0019683837890625	0.0042629241943359375	2.1656976744186047
8503	18366.0	0.001481942786629	0.00431500366155309	0.0034427642822265625	0.00742340087890625	2.1562326869806094
2593	13417.5	0.0003410688680689	0.0013345622531260198	0.0016803741455078125	0.0036067962646484375	2.1464245175936436
4408	371.5	0.0025897151313355	0.018340366893463095	0.033583641052246094	0.07204723358154297	2.145307397415874
3547	18686.5	0.0005515964596383	0.0018261423873544387	0.0018453598022460938	0.003948211669921875	2.13953488372093
10775	19038.5	0.0005877276120785	0.0019448444954897428	0.0019245147705078125	0.0040950775146484375	2.1278493557978195
12100	4583.0	0.0007307228356685	0.002993258069525923	0.004195213317871094	0.008925437927246094	2.127528983859968
13752	10006.5	0.0003244120032441	0.001355655121067173	0.001922607421875	0.00408935546875	2.126984126984127
9192	9839.5	0.0010028633477653	0.0032635276351840638	0.00339508056640625	0.007175445556640625	2.113483146067416
13463	10884.0	0.0008689050109667	0.002968269385558279	0.0030689239501953125	0.006485939025878906	2.113424487259167
9209	7903.0	0.0005029019918216	0.002030848142330805	0.002712249755859375	0.005718231201171875	2.1082981715893108
10937	15089.5	0.0006624860928491	0.002234657063883658	0.0022859573364257812	0.004818916320800781	2.1080517313308302
12838	10264.0	0.0006613370679426	0.0023737816405679695	0.002727508544921875	0.005747795104980469	2.1073426573426572
10986	17150.5	0.0010904677604803	0.0032274856598332	0.0028839111328125	0.0060710906982421875	2.1051587301587302
311	1278.5	0.0250918263486303	0.07083227392151877	0.055090904235839844	0.11593818664550781	2.1044887219346684
1463	5100.5	0.0008405989756421	0.0034505876191796435	0.00441741943359375	0.009276390075683594	2.0999568221070812
5473	4511.5	0.0026248632883703	0.00830705485750215	0.008355140686035156	0.017503738403320312	2.0949663280447437
3110	13801.5	0.0068463926796767	0.016941982362509322	0.011303901672363281	0.02366352081298828	2.093394077448747
8115	14402.0	0.0003712776024522	0.0013735821848402793	0.0017175674438476562	0.003582000732421875	2.0855080510827317
12097	5485.0	0.001055586993427	0.0038547561272180477	0.0047054290771484375	0.009787559509277344	2.080056749087961
1578	1066.5	0.0007320644216691	0.004592071828138391	0.010659217834472656	0.022123336791992188	2.075512212579404
3640	15312.0	0.0007076410490778	0.0022190920242101354	0.0023221969604492188	0.004817008972167969	2.0743326488706364
12098	5245.0	0.0006402189990507	0.002486167582937937	0.003665924072265625	0.007595062255859375	2.0718002081165454
8292	1505.0	0.0020142113802942	0.008623938097886074	0.012762069702148438	0.026432037353515625	2.07114033776715
8079	16759.0	0.0010249951139004	0.003039796448085245	0.0028247833251953125	0.005839347839355469	2.0671843349088452
10310	9032.5	0.0008943624326658	0.002926644995637622	0.0033397674560546875	0.006882667541503906	2.06082238720731
5538	135.5	0.0003789314134141	0.006669334400426837	0.040472984313964844	0.0832357406616211	2.0565753198708734
10524	7399.5	0.0006019238850211	0.0022715360203243032	0.0030460357666015625	0.006251335144042969	2.0522855353788354
12113	2384.0	0.0023910460459726	0.00857433680959652	0.010819435119628906	0.022054672241210938	2.0384310268840897
13789	8532.0	0.0007487878229914	0.0025775014351905514	0.0031538009643554688	0.006417274475097656	2.0347747202902933
766	8823.5	0.000243783520234	0.0010476903314247067	0.0018014907836914062	0.0036630630493164062	2.0333509793541555
8138	12192.0	0.0005613762637524	0.0018889449794988974	0.00229644775390625	0.004665374755859375	2.03156146179402
8251	6641.5	0.0023827807390008	0.006955355323932851	0.0068035125732421875	0.013784408569335938	2.026072329688814
8843	15336.5	0.0013440491537976	0.0037317959112830174	0.0034332275390625	0.006924629211425781	2.0169444444444444
10983	15936.0	0.0007609287183167	0.00224062396843961	0.0023660659790039062	0.0047607421875	2.012091898428053
3873	16767.5	0.0024231725908689	0.006157877365735218	0.004962921142578125	0.009983062744140625	2.0115295926210606
4446	1186.5	0.0001607200257152	0.0016296894604351851	0.0066585540771484375	0.013382911682128906	2.009882555141793
8077	16480.0	0.0002945256642834	0.0010561026707003316	0.001434326171875	0.002872467041015625	2.002659574468085
